id,file,algo,protocol,arch,opcode_count,nodes,edges,entropy
1053,sample_1053_avr.bin,ECDSA,TLS,avr,162,11,11,1.42
1054,sample_1054_arm.bin,Blowfish-CBC,WiFi,arm,61,16,25,1.32
1055,sample_1055_x86.bin,SHA1,SSH,x86,165,14,14,3.54
1056,sample_1056_x86.bin,IDEA-CBC,TLS,x86,151,10,9,6.0
1057,sample_1057_z80.bin,Twofish-ECB,DTLS,z80,125,17,21,0.28
1058,sample_1058_risc.bin,IDEA-CBC,SSH,risc,146,19,25,5.11
1059,sample_1059_z80.bin,CHACHA20,SSH,z80,193,9,7,4.24
1060,sample_1060_mips.bin,SHA256,DTLS,mips,91,13,7,2.32
1061,sample_1061_z80.bin,DES-CBC,SSH,z80,107,6,20,1.11
1062,sample_1062_mips.bin,3DES-CBC,DTLS,mips,107,7,7,5.29
1063,sample_1063_risc.bin,IDEA-ECB,Bluetooth,risc,129,16,17,2.28
1064,sample_1064_avr.bin,Blowfish-CBC,Bluetooth,avr,137,10,24,7.95
1065,sample_1065_avr.bin,CHACHA20,WiFi,avr,139,19,23,1.88
1066,sample_1066_avr.bin,Blowfish-ECB,TLS,avr,100,20,22,1.8
1067,sample_1067_risc.bin,DES-CBC,WiFi,risc,195,16,17,5.47
1068,sample_1068_riscv.bin,CAST-CBC,SSH,riscv,186,7,19,6.95
1069,sample_1069_avr.bin,GCM,SSH,avr,156,16,25,3.05
1070,sample_1070_riscv.bin,IDEA-CBC,WiFi,riscv,195,19,24,0.46
1071,sample_1071_risc.bin,IDEA-CBC,TLS,risc,158,17,10,4.0
1072,sample_1072_z80.bin,CAST-ECB,SSH,z80,173,6,25,6.08
1073,sample_1073_risc.bin,DES-CBC,SSH,risc,185,11,5,7.92
1074,sample_1074_avr.bin,Blowfish-CBC,SSH,avr,175,14,5,3.14
1075,sample_1075_arm.bin,IDEA-CBC,TLS,arm,107,8,16,5.77
1076,sample_1076_x86.bin,CHACHA20,SSH,x86,162,16,15,3.51
1077,sample_1077_risc.bin,RC4-ECB,Bluetooth,risc,185,8,24,7.45
1078,sample_1078_x86.bin,GCM,TLS,x86,161,18,5,1.14
1079,sample_1079_mips.bin,CAST-CBC,DTLS,mips,198,19,10,6.49
1080,sample_1080_avr.bin,SHA1,WiFi,avr,145,17,6,1.99
1081,sample_1081_z80.bin,Blowfish-ECB,WiFi,z80,107,7,7,3.15
1082,sample_1082_riscv.bin,AES-ECB,SSH,riscv,178,17,10,2.0
1083,sample_1083_avr.bin,Blowfish-CBC,SSH,avr,193,14,18,2.25
1084,sample_1084_mips.bin,Blowfish-CBC,TLS,mips,90,10,5,5.68
1085,sample_1085_risc.bin,3DES-CBC,Bluetooth,risc,93,14,11,5.16
1086,sample_1086_riscv.bin,HMAC,SSH,riscv,139,5,10,2.52
1087,sample_1087_arm.bin,ECDHE,DTLS,arm,57,10,15,5.12
1088,sample_1088_avr.bin,Blowfish-ECB,SSH,avr,126,16,14,4.41
1089,sample_1089_z80.bin,CAST-ECB,WiFi,z80,59,9,22,4.48
1090,sample_1090_z80.bin,3DES-CBC,DTLS,z80,162,10,13,5.69
1091,sample_1091_riscv.bin,RSA,WiFi,riscv,187,14,23,2.63
1092,sample_1092_mips.bin,ECDHE,SSH,mips,135,11,10,3.52
1093,sample_1093_riscv.bin,Blowfish-CBC,TLS,riscv,79,17,23,3.71
1094,sample_1094_z80.bin,IDEA-CBC,Bluetooth,z80,79,15,17,6.96
1095,sample_1095_avr.bin,RC4-CBC,Bluetooth,avr,124,7,18,7.82
1096,sample_1096_z80.bin,GCM,TLS,z80,127,12,9,2.72
1097,sample_1097_z80.bin,CHACHA20,Bluetooth,z80,102,5,18,5.38
1098,sample_1098_z80.bin,Twofish-ECB,SSH,z80,56,20,16,3.24
1099,sample_1099_z80.bin,CAST-CBC,DTLS,z80,80,6,7,3.68
1100,sample_1100_arm.bin,DES-CBC,DTLS,arm,103,16,23,7.8
1101,sample_1101_risc.bin,DES-CBC,TLS,risc,131,17,10,0.39
1102,sample_1102_z80.bin,IDEA-CBC,SSH,z80,60,12,16,3.42
1103,sample_1103_avr.bin,3DES-CBC,WiFi,avr,139,11,9,6.5
1104,sample_1104_riscv.bin,ECDHE,SSH,riscv,148,16,19,1.68
1105,sample_1105_x86.bin,Blowfish-ECB,TLS,x86,74,11,24,7.73
1106,sample_1106_z80.bin,3DES-ECB,SSH,z80,111,14,7,0.92
1107,sample_1107_x86.bin,GCM,DTLS,x86,186,19,6,0.46
1108,sample_1108_mips.bin,AES-ECB,SSH,mips,105,14,8,7.68
1109,sample_1109_avr.bin,RC4-CBC,Bluetooth,avr,122,19,19,4.95
1110,sample_1110_x86.bin,CAST-ECB,WiFi,x86,132,10,18,0.93
1111,sample_1111_riscv.bin,ECDHE,DTLS,riscv,81,9,17,7.06
1112,sample_1112_risc.bin,HMAC,Bluetooth,risc,186,18,13,4.03
1113,sample_1113_riscv.bin,IDEA-CBC,TLS,riscv,153,8,13,5.39
1114,sample_1114_riscv.bin,CAST-ECB,DTLS,riscv,84,17,5,7.35
1115,sample_1115_mips.bin,GCM,SSH,mips,193,6,19,0.73
1116,sample_1116_arm.bin,DES-CBC,TLS,arm,69,19,6,1.2
1117,sample_1117_z80.bin,CHACHA20,TLS,z80,89,12,19,2.01
1118,sample_1118_risc.bin,CHACHA20,Bluetooth,risc,98,8,16,4.31
1119,sample_1119_avr.bin,DES-CBC,DTLS,avr,83,19,20,4.58
1120,sample_1120_x86.bin,3DES-CBC,Bluetooth,x86,140,5,13,3.95
1121,sample_1121_arm.bin,CAST-ECB,WiFi,arm,167,11,18,3.47
1122,sample_1122_arm.bin,RC4-CBC,TLS,arm,78,19,20,1.8
1123,sample_1123_x86.bin,Twofish-ECB,WiFi,x86,165,6,8,4.92
1124,sample_1124_riscv.bin,IDEA-ECB,SSH,riscv,120,10,16,2.32
1125,sample_1125_risc.bin,IDEA-CBC,Bluetooth,risc,137,16,20,1.76
1126,sample_1126_riscv.bin,DES-ECB,Bluetooth,riscv,102,12,15,7.39
1127,sample_1127_risc.bin,3DES-CBC,WiFi,risc,93,17,18,2.68
1128,sample_1128_mips.bin,AES-ECB,TLS,mips,114,20,18,4.51
1129,sample_1129_x86.bin,ECDHE,SSH,x86,72,12,23,5.88
1130,sample_1130_riscv.bin,RC4-ECB,TLS,riscv,92,7,25,2.52
1131,sample_1131_avr.bin,IDEA-ECB,TLS,avr,102,8,18,3.03
1132,sample_1132_risc.bin,ECDSA,DTLS,risc,182,19,17,2.03
1133,sample_1133_z80.bin,GCM,SSH,z80,74,14,10,5.08
1134,sample_1134_arm.bin,Blowfish-CBC,SSH,arm,56,18,14,7.14
1135,sample_1135_z80.bin,AES-ECB,WiFi,z80,171,19,15,0.93
1136,sample_1136_riscv.bin,RC4-ECB,WiFi,riscv,196,8,6,0.47
1137,sample_1137_riscv.bin,DES-ECB,DTLS,riscv,153,10,15,3.23
1138,sample_1138_avr.bin,ECDHE,TLS,avr,116,11,18,7.29
1139,sample_1139_mips.bin,CHACHA20,WiFi,mips,75,20,22,5.68
1140,sample_1140_x86.bin,RSA,WiFi,x86,86,17,23,5.88
1141,sample_1141_x86.bin,3DES-CBC,DTLS,x86,108,6,18,5.42
1142,sample_1142_z80.bin,DES-ECB,Bluetooth,z80,137,19,23,1.16
1143,sample_1143_x86.bin,Blowfish-CBC,TLS,x86,57,19,25,2.24
1144,sample_1144_arm.bin,DES-ECB,Bluetooth,arm,134,20,6,0.34
1145,sample_1145_avr.bin,ECDHE,SSH,avr,73,5,8,2.48
1146,sample_1146_z80.bin,IDEA-ECB,Bluetooth,z80,85,15,15,2.66
1147,sample_1147_risc.bin,CAST-CBC,DTLS,risc,72,19,9,7.72
1148,sample_1148_arm.bin,ECDSA,DTLS,arm,156,8,9,7.84
1149,sample_1149_arm.bin,HMAC,WiFi,arm,174,15,15,3.12
1150,sample_1150_arm.bin,CAST-CBC,TLS,arm,132,11,21,7.26
1151,sample_1151_z80.bin,DES-CBC,DTLS,z80,195,6,18,5.42
1152,sample_1152_z80.bin,GCM,DTLS,z80,186,20,12,3.92
1153,sample_1153_avr.bin,Blowfish-CBC,DTLS,avr,58,6,13,5.36
1154,sample_1154_mips.bin,Blowfish-ECB,SSH,mips,83,16,17,2.9
1155,sample_1155_risc.bin,Twofish-CBC,DTLS,risc,154,9,21,3.88
1156,sample_1156_mips.bin,RC4-CBC,Bluetooth,mips,149,19,19,1.38
1157,sample_1157_riscv.bin,DES-CBC,SSH,riscv,175,20,24,7.17
1158,sample_1158_x86.bin,RC4-CBC,SSH,x86,164,12,24,4.85
1159,sample_1159_avr.bin,IDEA-ECB,SSH,avr,184,19,20,2.55
1160,sample_1160_z80.bin,Blowfish-CBC,SSH,z80,185,17,25,3.69
1161,sample_1161_risc.bin,3DES-ECB,TLS,risc,57,9,7,4.74
1162,sample_1162_x86.bin,SHA256,SSH,x86,92,15,13,1.0
1163,sample_1163_risc.bin,Blowfish-CBC,Bluetooth,risc,182,8,21,1.99
1164,sample_1164_z80.bin,IDEA-ECB,Bluetooth,z80,142,9,17,2.26
1165,sample_1165_avr.bin,CAST-CBC,SSH,avr,110,10,22,0.21
1166,sample_1166_risc.bin,Twofish-ECB,DTLS,risc,142,17,7,1.65
1167,sample_1167_z80.bin,ECDHE,TLS,z80,190,12,19,6.42
1168,sample_1168_mips.bin,Blowfish-ECB,Bluetooth,mips,87,16,25,4.09
1169,sample_1169_x86.bin,CAST-ECB,DTLS,x86,129,20,15,0.17
1170,sample_1170_risc.bin,CHACHA20,SSH,risc,157,5,25,0.55
1171,sample_1171_z80.bin,Twofish-CBC,SSH,z80,191,20,5,5.05
1172,sample_1172_x86.bin,IDEA-ECB,TLS,x86,182,17,16,7.03
1173,sample_1173_riscv.bin,AES-ECB,DTLS,riscv,114,17,16,2.14
1174,sample_1174_x86.bin,HMAC,SSH,x86,194,20,12,2.23
1175,sample_1175_avr.bin,RC4-ECB,DTLS,avr,81,10,20,5.5
1176,sample_1176_risc.bin,DES-CBC,WiFi,risc,50,15,17,5.89
1177,sample_1177_x86.bin,RC4-CBC,SSH,x86,196,6,7,4.58
1178,sample_1178_mips.bin,DES-CBC,Bluetooth,mips,198,5,14,0.43
1179,sample_1179_risc.bin,RSA,TLS,risc,117,13,19,7.55
1180,sample_1180_risc.bin,RSA,WiFi,risc,66,19,17,1.96
1181,sample_1181_mips.bin,RSA,TLS,mips,63,6,12,4.85
1182,sample_1182_riscv.bin,IDEA-ECB,Bluetooth,riscv,96,19,6,2.22
1183,sample_1183_mips.bin,Twofish-CBC,SSH,mips,91,8,18,2.61
1184,sample_1184_z80.bin,DES-ECB,TLS,z80,59,20,17,2.13
1185,sample_1185_z80.bin,ECDHE,SSH,z80,56,14,22,5.56
1186,sample_1186_mips.bin,DES-ECB,Bluetooth,mips,129,18,13,3.95
1187,sample_1187_mips.bin,3DES-CBC,SSH,mips,107,16,16,5.8
1188,sample_1188_avr.bin,3DES-CBC,WiFi,avr,187,16,25,4.13
1189,sample_1189_avr.bin,ECDSA,WiFi,avr,131,9,6,0.28
1190,sample_1190_x86.bin,SHA1,TLS,x86,88,9,23,6.89
1191,sample_1191_arm.bin,CAST-CBC,SSH,arm,168,8,11,6.66
1192,sample_1192_riscv.bin,RC4-ECB,SSH,riscv,61,17,19,5.51
1193,sample_1193_risc.bin,3DES-ECB,TLS,risc,103,9,14,1.21
1194,sample_1194_x86.bin,Blowfish-ECB,SSH,x86,58,7,25,4.47
1195,sample_1195_arm.bin,CHACHA20,TLS,arm,69,20,18,6.75
1196,sample_1196_avr.bin,AES-ECB,SSH,avr,157,7,5,4.93
1197,sample_1197_risc.bin,Twofish-CBC,WiFi,risc,165,8,21,0.32
1198,sample_1198_x86.bin,CAST-CBC,TLS,x86,78,14,21,1.44
1199,sample_1199_mips.bin,IDEA-ECB,SSH,mips,162,13,23,1.95
1200,sample_1200_avr.bin,Blowfish-CBC,TLS,avr,125,10,18,4.31
1201,sample_1201_risc.bin,Blowfish-CBC,DTLS,risc,62,9,16,4.36
1202,sample_1202_x86.bin,HMAC,DTLS,x86,133,9,8,6.81
1203,sample_1203_risc.bin,GCM,WiFi,risc,85,9,12,5.39
1204,sample_1204_z80.bin,ECDHE,WiFi,z80,126,12,12,6.46
1205,sample_1205_arm.bin,AES-CBC,SSH,arm,172,20,20,5.8
1206,sample_1206_x86.bin,AES-ECB,WiFi,x86,147,18,15,7.98
1207,sample_1207_x86.bin,Blowfish-CBC,Bluetooth,x86,90,12,8,0.26
1208,sample_1208_avr.bin,IDEA-ECB,TLS,avr,144,19,22,1.21
1209,sample_1209_riscv.bin,CAST-ECB,SSH,riscv,187,9,12,1.83
1210,sample_1210_riscv.bin,Blowfish-ECB,SSH,riscv,188,19,15,5.54
1211,sample_1211_x86.bin,RSA,WiFi,x86,70,19,15,4.89
1212,sample_1212_riscv.bin,ECDHE,SSH,riscv,88,11,22,4.12
1213,sample_1213_avr.bin,Blowfish-CBC,DTLS,avr,74,6,23,6.53
1214,sample_1214_avr.bin,CAST-ECB,Bluetooth,avr,84,7,12,6.66
1215,sample_1215_mips.bin,RC4-ECB,Bluetooth,mips,73,17,8,5.68
1216,sample_1216_mips.bin,3DES-CBC,DTLS,mips,81,20,16,1.93
1217,sample_1217_x86.bin,ECDSA,TLS,x86,77,20,10,7.86
1218,sample_1218_risc.bin,DES-ECB,Bluetooth,risc,89,19,8,3.46
1219,sample_1219_z80.bin,CHACHA20,SSH,z80,189,16,25,2.11
1220,sample_1220_riscv.bin,CHACHA20,SSH,riscv,117,17,16,7.49
1221,sample_1221_risc.bin,ECDHE,WiFi,risc,108,19,8,0.21
1222,sample_1222_riscv.bin,RC4-ECB,Bluetooth,riscv,108,16,24,2.59
1223,sample_1223_riscv.bin,Blowfish-ECB,WiFi,riscv,101,11,16,1.59
1224,sample_1224_x86.bin,IDEA-ECB,SSH,x86,74,10,6,0.43
1225,sample_1225_z80.bin,DES-CBC,DTLS,z80,84,14,24,4.05
1226,sample_1226_mips.bin,CAST-CBC,SSH,mips,188,6,12,1.23
1227,sample_1227_risc.bin,ECDHE,TLS,risc,74,6,5,2.6
1228,sample_1228_z80.bin,AES-CBC,SSH,z80,93,18,9,0.57
1229,sample_1229_mips.bin,Blowfish-ECB,DTLS,mips,187,15,17,4.83
1230,sample_1230_mips.bin,AES-CBC,WiFi,mips,97,11,22,4.07
1231,sample_1231_z80.bin,AES-ECB,TLS,z80,91,16,11,5.51
1232,sample_1232_mips.bin,Twofish-CBC,WiFi,mips,174,8,22,4.03
1233,sample_1233_arm.bin,GCM,SSH,arm,114,15,12,1.35
1234,sample_1234_avr.bin,ECDHE,TLS,avr,78,10,11,0.71
1235,sample_1235_x86.bin,AES-ECB,TLS,x86,199,14,20,5.56
1236,sample_1236_risc.bin,Blowfish-CBC,TLS,risc,163,14,9,2.38
1237,sample_1237_risc.bin,HMAC,Bluetooth,risc,178,12,8,0.03
1238,sample_1238_mips.bin,3DES-ECB,DTLS,mips,186,14,24,7.74
1239,sample_1239_avr.bin,Blowfish-CBC,TLS,avr,108,15,19,3.4
1240,sample_1240_arm.bin,AES-ECB,WiFi,arm,145,18,25,0.1
1241,sample_1241_risc.bin,ECDHE,TLS,risc,85,6,8,4.81
1242,sample_1242_risc.bin,IDEA-CBC,TLS,risc,69,15,25,1.81
1243,sample_1243_riscv.bin,DES-ECB,TLS,riscv,115,8,10,5.37
1244,sample_1244_mips.bin,AES-ECB,TLS,mips,147,19,5,3.95
1245,sample_1245_avr.bin,HMAC,Bluetooth,avr,158,14,13,0.3
1246,sample_1246_z80.bin,CAST-ECB,WiFi,z80,184,12,6,5.19
1247,sample_1247_z80.bin,AES-CBC,SSH,z80,176,5,25,7.04
1248,sample_1248_risc.bin,ECDHE,SSH,risc,98,16,13,1.87
1249,sample_1249_mips.bin,ECDSA,TLS,mips,149,6,25,3.41
1250,sample_1250_riscv.bin,RC4-CBC,DTLS,riscv,173,16,11,4.31
1251,sample_1251_risc.bin,RC4-CBC,Bluetooth,risc,101,11,23,2.61
1252,sample_1252_avr.bin,GCM,WiFi,avr,186,15,25,2.27
1253,sample_1253_z80.bin,DES-CBC,WiFi,z80,194,17,7,2.33
1254,sample_1254_risc.bin,GCM,SSH,risc,70,13,13,5.29
1255,sample_1255_avr.bin,CAST-CBC,Bluetooth,avr,165,10,12,4.59
1256,sample_1256_x86.bin,DES-ECB,SSH,x86,126,10,17,5.9
1257,sample_1257_x86.bin,ECDHE,Bluetooth,x86,157,20,6,2.01
1258,sample_1258_riscv.bin,SHA1,Bluetooth,riscv,82,14,15,2.43
1259,sample_1259_x86.bin,DES-CBC,WiFi,x86,57,19,7,6.85
1260,sample_1260_risc.bin,Blowfish-ECB,SSH,risc,106,8,16,0.9
1261,sample_1261_z80.bin,SHA1,SSH,z80,147,12,5,1.9
1262,sample_1262_arm.bin,RC4-CBC,DTLS,arm,113,9,12,3.87
1263,sample_1263_risc.bin,CAST-CBC,WiFi,risc,187,8,19,4.77
1264,sample_1264_mips.bin,CHACHA20,DTLS,mips,68,13,16,2.01
1265,sample_1265_avr.bin,CHACHA20,Bluetooth,avr,130,7,23,6.66
1266,sample_1266_riscv.bin,Twofish-CBC,WiFi,riscv,164,15,18,0.75
1267,sample_1267_z80.bin,Twofish-ECB,TLS,z80,187,17,12,4.03
1268,sample_1268_mips.bin,Blowfish-CBC,DTLS,mips,101,8,21,5.15
1269,sample_1269_z80.bin,SHA256,SSH,z80,64,7,15,1.81
1270,sample_1270_z80.bin,IDEA-ECB,Bluetooth,z80,143,20,10,6.92
1271,sample_1271_riscv.bin,Blowfish-CBC,WiFi,riscv,169,15,23,7.65
1272,sample_1272_x86.bin,HMAC,WiFi,x86,62,8,11,2.5
1273,sample_1273_mips.bin,CAST-CBC,WiFi,mips,189,19,21,7.57
1274,sample_1274_risc.bin,CAST-ECB,WiFi,risc,136,10,17,2.44
1275,sample_1275_mips.bin,GCM,WiFi,mips,147,20,21,3.61
1276,sample_1276_riscv.bin,Twofish-CBC,Bluetooth,riscv,179,13,8,2.58
1277,sample_1277_x86.bin,DES-ECB,DTLS,x86,199,10,17,1.21
1278,sample_1278_risc.bin,CHACHA20,SSH,risc,150,9,7,1.84
1279,sample_1279_riscv.bin,SHA1,Bluetooth,riscv,161,8,10,0.24
1280,sample_1280_mips.bin,CAST-ECB,TLS,mips,109,6,19,6.76
1281,sample_1281_arm.bin,IDEA-ECB,SSH,arm,137,9,18,3.84
1282,sample_1282_risc.bin,HMAC,WiFi,risc,112,12,18,5.18
1283,sample_1283_avr.bin,3DES-CBC,DTLS,avr,138,5,11,3.51
1284,sample_1284_risc.bin,ECDHE,TLS,risc,161,13,5,3.29
1285,sample_1285_z80.bin,CHACHA20,Bluetooth,z80,148,12,17,1.76
1286,sample_1286_avr.bin,Twofish-ECB,Bluetooth,avr,175,11,11,5.56
1287,sample_1287_arm.bin,SHA1,Bluetooth,arm,84,19,10,0.65
1288,sample_1288_avr.bin,SHA1,TLS,avr,70,14,13,4.47
1289,sample_1289_z80.bin,3DES-ECB,Bluetooth,z80,105,14,13,6.7
1290,sample_1290_avr.bin,3DES-ECB,WiFi,avr,91,12,5,2.83
1291,sample_1291_riscv.bin,RSA,TLS,riscv,183,12,15,2.22
1292,sample_1292_mips.bin,RC4-CBC,SSH,mips,157,7,19,0.71
1293,sample_1293_x86.bin,ECDHE,WiFi,x86,155,16,17,4.01
1294,sample_1294_x86.bin,IDEA-ECB,SSH,x86,60,6,10,6.42
1295,sample_1295_z80.bin,IDEA-ECB,SSH,z80,191,5,8,6.47
1296,sample_1296_risc.bin,ECDSA,DTLS,risc,60,7,13,0.2
1297,sample_1297_arm.bin,CAST-ECB,Bluetooth,arm,167,19,17,3.08
1298,sample_1298_mips.bin,RSA,SSH,mips,68,16,20,0.41
1299,sample_1299_riscv.bin,DES-ECB,TLS,riscv,168,9,12,2.52
1300,sample_1300_x86.bin,CAST-CBC,SSH,x86,50,11,15,5.95
1301,sample_1301_riscv.bin,Blowfish-ECB,Bluetooth,riscv,119,11,14,3.46
1302,sample_1302_avr.bin,HMAC,SSH,avr,196,15,11,6.35
1303,sample_1303_x86.bin,RSA,WiFi,x86,93,11,17,4.66
1304,sample_1304_avr.bin,Blowfish-CBC,WiFi,avr,110,13,12,4.14
1305,sample_1305_arm.bin,IDEA-CBC,DTLS,arm,146,12,17,2.2
1306,sample_1306_riscv.bin,Blowfish-ECB,TLS,riscv,94,14,15,4.2
1307,sample_1307_mips.bin,RC4-CBC,Bluetooth,mips,114,14,5,6.8
1308,sample_1308_risc.bin,ECDHE,TLS,risc,123,12,6,0.38
1309,sample_1309_z80.bin,RC4-CBC,WiFi,z80,97,10,22,6.89
1310,sample_1310_z80.bin,3DES-CBC,Bluetooth,z80,149,17,9,5.07
1311,sample_1311_arm.bin,RSA,SSH,arm,95,15,8,6.82
1312,sample_1312_x86.bin,3DES-ECB,WiFi,x86,187,5,11,4.1
1313,sample_1313_arm.bin,SHA256,WiFi,arm,152,8,5,4.14
1314,sample_1314_x86.bin,GCM,Bluetooth,x86,50,5,24,7.39
1315,sample_1315_riscv.bin,RC4-ECB,TLS,riscv,100,7,11,5.58
1316,sample_1316_avr.bin,RC4-ECB,DTLS,avr,179,14,20,4.71
1317,sample_1317_avr.bin,Blowfish-CBC,Bluetooth,avr,162,7,12,6.68
1318,sample_1318_x86.bin,AES-CBC,Bluetooth,x86,51,12,20,1.83
1319,sample_1319_z80.bin,CHACHA20,WiFi,z80,190,13,10,7.32
1320,sample_1320_riscv.bin,IDEA-ECB,DTLS,riscv,157,8,8,0.42
1321,sample_1321_riscv.bin,Blowfish-CBC,SSH,riscv,134,13,9,7.01
1322,sample_1322_x86.bin,IDEA-CBC,DTLS,x86,103,12,16,0.59
1323,sample_1323_risc.bin,RC4-ECB,DTLS,risc,87,11,11,7.66
1324,sample_1324_riscv.bin,ECDSA,TLS,riscv,129,15,12,2.68
1325,sample_1325_z80.bin,Twofish-ECB,WiFi,z80,75,8,7,6.8
1326,sample_1326_arm.bin,IDEA-ECB,DTLS,arm,71,13,20,0.02
1327,sample_1327_mips.bin,AES-CBC,Bluetooth,mips,116,14,9,3.26
1328,sample_1328_avr.bin,DES-CBC,Bluetooth,avr,82,6,6,6.01
1329,sample_1329_avr.bin,GCM,WiFi,avr,133,8,16,7.81
1330,sample_1330_risc.bin,3DES-ECB,Bluetooth,risc,147,15,7,4.64
1331,sample_1331_avr.bin,Blowfish-ECB,SSH,avr,59,15,7,3.05
1332,sample_1332_x86.bin,GCM,Bluetooth,x86,131,17,10,3.56
1333,sample_1333_avr.bin,RSA,Bluetooth,avr,78,9,20,0.19
1334,sample_1334_risc.bin,RC4-CBC,TLS,risc,143,14,11,0.13
1335,sample_1335_x86.bin,CAST-CBC,Bluetooth,x86,80,8,8,4.07
1336,sample_1336_z80.bin,DES-CBC,DTLS,z80,68,8,10,0.56
1337,sample_1337_riscv.bin,DES-ECB,Bluetooth,riscv,82,16,12,2.29
1338,sample_1338_arm.bin,Blowfish-ECB,Bluetooth,arm,199,8,25,6.3
1339,sample_1339_arm.bin,IDEA-CBC,TLS,arm,101,18,13,1.65
1340,sample_1340_z80.bin,SHA1,TLS,z80,162,17,7,5.84
1341,sample_1341_risc.bin,Blowfish-CBC,TLS,risc,120,7,20,0.25
1342,sample_1342_risc.bin,CHACHA20,Bluetooth,risc,153,13,20,6.65
1343,sample_1343_x86.bin,AES-CBC,WiFi,x86,88,8,8,3.29
1344,sample_1344_risc.bin,Twofish-CBC,Bluetooth,risc,134,8,18,4.96
1345,sample_1345_z80.bin,ECDHE,DTLS,z80,141,18,11,1.65
1346,sample_1346_arm.bin,DES-CBC,WiFi,arm,193,5,11,4.3
1347,sample_1347_mips.bin,RSA,SSH,mips,162,10,24,6.13
1348,sample_1348_z80.bin,GCM,SSH,z80,143,10,22,5.7
1349,sample_1349_mips.bin,GCM,TLS,mips,103,20,24,2.0
1350,sample_1350_riscv.bin,AES-ECB,DTLS,riscv,100,13,11,5.7
1351,sample_1351_x86.bin,AES-CBC,Bluetooth,x86,166,9,19,0.7
1352,sample_1352_z80.bin,GCM,DTLS,z80,88,16,22,2.31
1353,sample_1353_z80.bin,DES-CBC,TLS,z80,184,7,9,3.95
1354,sample_1354_risc.bin,RSA,SSH,risc,123,20,7,0.16
1355,sample_1355_riscv.bin,SHA256,WiFi,riscv,189,10,13,1.93
1356,sample_1356_x86.bin,DES-ECB,TLS,x86,56,9,18,4.82
1357,sample_1357_arm.bin,RC4-ECB,TLS,arm,173,5,23,2.88
1358,sample_1358_x86.bin,CHACHA20,WiFi,x86,84,20,19,2.71
1359,sample_1359_x86.bin,3DES-CBC,SSH,x86,84,14,13,7.29
1360,sample_1360_risc.bin,AES-ECB,TLS,risc,145,10,18,2.26
1361,sample_1361_x86.bin,DES-CBC,DTLS,x86,129,19,20,4.47
1362,sample_1362_arm.bin,CAST-CBC,DTLS,arm,151,5,21,6.12
1363,sample_1363_mips.bin,3DES-CBC,Bluetooth,mips,164,11,6,5.46
1364,sample_1364_x86.bin,RSA,SSH,x86,90,17,19,2.62
1365,sample_1365_mips.bin,Blowfish-ECB,Bluetooth,mips,101,18,16,4.13
1366,sample_1366_avr.bin,3DES-ECB,WiFi,avr,78,5,16,3.62
1367,sample_1367_risc.bin,ECDSA,Bluetooth,risc,93,19,19,5.42
1368,sample_1368_x86.bin,CHACHA20,DTLS,x86,63,8,17,0.12
1369,sample_1369_riscv.bin,IDEA-CBC,TLS,riscv,147,13,10,4.21
1370,sample_1370_mips.bin,IDEA-CBC,WiFi,mips,53,5,19,6.17
1371,sample_1371_avr.bin,Blowfish-CBC,Bluetooth,avr,110,6,17,7.71
1372,sample_1372_riscv.bin,ECDSA,TLS,riscv,177,11,18,5.98
1373,sample_1373_arm.bin,ECDSA,DTLS,arm,56,18,12,0.5
1374,sample_1374_x86.bin,AES-CBC,TLS,x86,188,10,5,3.9
1375,sample_1375_mips.bin,RSA,TLS,mips,91,18,12,3.0
1376,sample_1376_x86.bin,SHA1,Bluetooth,x86,116,18,6,5.6
1377,sample_1377_riscv.bin,IDEA-ECB,Bluetooth,riscv,116,6,10,5.66
1378,sample_1378_avr.bin,ECDHE,Bluetooth,avr,123,9,12,3.99
1379,sample_1379_risc.bin,AES-CBC,TLS,risc,116,11,25,2.69
1380,sample_1380_risc.bin,SHA1,WiFi,risc,75,9,12,7.91
1381,sample_1381_avr.bin,HMAC,DTLS,avr,60,19,15,4.53
1382,sample_1382_mips.bin,CAST-ECB,TLS,mips,76,19,6,0.33
1383,sample_1383_risc.bin,HMAC,SSH,risc,109,8,24,7.16
1384,sample_1384_riscv.bin,DES-CBC,TLS,riscv,185,6,24,6.28
1385,sample_1385_risc.bin,ECDSA,TLS,risc,146,15,6,3.89
1386,sample_1386_arm.bin,Twofish-ECB,WiFi,arm,55,19,23,7.45
1387,sample_1387_x86.bin,DES-CBC,WiFi,x86,105,18,6,3.6
1388,sample_1388_risc.bin,3DES-CBC,WiFi,risc,59,6,13,6.51
1389,sample_1389_mips.bin,Blowfish-CBC,SSH,mips,91,7,20,4.02
1390,sample_1390_riscv.bin,Twofish-ECB,SSH,riscv,152,15,9,3.24
1391,sample_1391_arm.bin,ECDSA,DTLS,arm,89,19,20,1.35
1392,sample_1392_avr.bin,CAST-ECB,Bluetooth,avr,71,15,23,7.88
1393,sample_1393_risc.bin,Blowfish-CBC,Bluetooth,risc,164,13,15,4.48
1394,sample_1394_arm.bin,DES-ECB,SSH,arm,170,12,17,0.73
1395,sample_1395_mips.bin,AES-CBC,Bluetooth,mips,198,8,11,3.28
1396,sample_1396_riscv.bin,HMAC,WiFi,riscv,199,13,19,7.08
